feature,VIF,is_high_vif
I_309_OH,381.7475851392786,True
I_777_O,10.416132882378488,True
I_656_Ha,78.54897647893273,True
I_486_Hb,27.408328849160025,True
I_337_N2,6.607029860652469,False
I_406_CO2p,55.82456813301358,True
I_516_C2,8.280061500971044,False
band_OH_306_312,318.6054589753667,True
band_CO2p_398_412,104.92666729302101,True
band_CO_Hb_460_500,24.880761081401886,True
ratio_309_656,6.175362396312402,False
ratio_777_309,2.3891521995206007,False
ratio_656_486,19.6900503090068,True
